"window","url","title","hostname"
"Current Window","https://www.researchgate.net/profile/Euan-Bonner/publication/368412009_Large_Language_Model-Based_Artificial_Intelligence_in_the_Language_Classroom_Practical_Ideas_For_Teaching/links/63fddbd357495059454ee507/Large-Language-Model-Based-Artificial-Intelligence-in-the-Language-Classroom-Practical-Ideas-For-Teaching.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ&__cf_chl_tk=niQN2uahxC97mSoOe_0yeej28WEO4Ms2mzndx4m3Ero-1745723662-1.0.1.1-_ztVX8SbIqbFoQvQH1ATHblQp7EDn_49UfuTt_3DU_g","Just a moment...","researchgate.net"
"Current Window","file:///home/pudding/Documents/ramdisk/LARGELANGUAGEMODEL-BASEDARTIFICIALINTELLIGENCEINTHELANGUAGECLASSROOMPRACTICALIDEASFORTEACHINGbyEuanBonnerRyanLegeandErinFrazier.pdf","Microsoft Word - ARTICLE2.docx",""
"Current Window","https://scholar.google.com/scholar?hl=zh-TW&as_sdt=0%2C5&q=RAG+virtual+tutor&btnG=&oq=RAG+virtual+tutor","RAG virtual tutor - Google 學術搜尋","scholar.google.com"
"Current Window","https://link.springer.com/chapter/10.1007/978-3-031-83520-9_54","LLM Intelligent Agent Tutoring in Higher Education Courses Using a RAG Approach | SpringerLink","link.springer.com"
"Current Window","https://technews.tw/2025/04/26/gradewiz/","解決教師痛點！AI 工具 GradeWiz 幫忙批改作業，還能點評學生表現 | TechNews 科技新報","technews.tw"
"Current Window","https://www.ycombinator.com/companies/gradewiz","GradeWiz: AI Grading for Colleges | Y Combinator","ycombinator.com"
"Current Window","https://news.cornell.edu/stories/2025/02/student-startup-pilots-ai-grading-assistant-joins-y-combinator","Student startup pilots AI grading assistant, joins Y Combinator | Cornell Chronicle","news.cornell.edu"
"Current Window","https://www.gradewiz.ai/marketing/index.html","GradeWiz AI Teaching Assistant that grades student work","gradewiz.ai"
"Current Window","https://app.blog.hamibook.com.tw/新聞時事/ai如何批改作業？","AI如何批改作業？ | Hami書城。快讀","app.blog.hamibook.com.tw"
"Current Window","https://blog.pulipuli.info/search?updated-max=2025-03-31T12:00:00%2B08:00&max-results=7","布丁布丁吃什麼？","blog.pulipuli.info"
"Current Window","https://www.google.com/search?q=Insert+Disqus+in+new+Google+Sites&oq=Insert+Disqus+in+new+Google+Sites&aqs=chrome..69i57j69i64j0i751l3j0i512i546j0i751.1668693j0j4&sourceid=chrome&ie=UTF-8","Insert Disqus in new Google Sites - Google 搜尋","google.com"
"Current Window","https://www.steegle.com/google-sites/how-to/insert-custom-code/disqus","Insert Disqus - new Google Sites","steegle.com"
"Current Window","https://sites.google.com/view/20250411-rag-2025","RAG：技術與應用 - 政治大學 - 2025","sites.google.com"
"Current Window","https://www.google.com/search?q=cloudflare+tunnel&oq=cloudflare+tunnel&aqs=chrome.0.69i59j0i512l4j69i60l3.5023j0j4&sourceid=chrome&ie=UTF-8","cloudflare tunnel - Google 搜尋","google.com"
"Current Window","https://www.cna.com.tw/news/aipl/202504260171.aspx","藍白凱道集會 朱立倫高呼520後罷免賴總統【圖輯】 | 政治 | 中央社 CNA","cna.com.tw"
"Current Window","https://www.ptt.cc/bbs/HatePolitics/index.html","看板 HatePolitics 文章列表 - 批踢踢實業坊","ptt.cc"
"Current Window","https://www.ptt.cc/bbs/Gossiping/index39349.html","看板 Gossiping 文章列表 - 批踢踢實業坊","ptt.cc"
"Current Window","https://www.ptt.cc/bbs/Gossiping/M.1745662786.A.8BC.html","[新聞] 政黨裡有人涉及不法就炮打司法！ 賴清德 - 看板 Gossiping - 批踢踢實業坊","ptt.cc"
"Current Window","https://www.ptt.cc/bbs/HatePolitics/M.1745663539.A.6F4.html","Re: [討論] 今天凱道上25萬人，是綠共獨裁逼出來 - 看板 HatePolitics - 批踢踢實業坊","ptt.cc"
"Current Window","https://today.line.me/tw/v2/article/QwXoBmz?utm_source=copyshare","台中大里工安意外！巷口施工釀瓦斯氣爆…8人遭波及燒傷 | 三立新聞網 | LINE TODAY","today.line.me"
"Current Window","https://scispace.com/search?q=LLM在教育領域使用的實際案例","LLM在教育領域使用的實際案例 - SciSpace Literature Review","scispace.com"
"Current Window","https://notebooklm.google.com/notebook/eb5da91f-824e-4b97-a32d-5c391f88d880","Artificial Intelligence in the Language Classroom - NotebookLM","notebooklm.google.com"
"Current Window","https://blog.pulipuli.info/search?updated-max=2025-02-03T12:00:00%2B08:00&max-results=7&start=21&by-date=false","布丁布丁吃什麼？","blog.pulipuli.info"
"Current Window","https://www.google.com/search?sca_esv=a6fdb47c4c0cfa93&sxsrf=AHTn8zoItNM1E2w0oZFv8n6TJSWQaVtH1Q:1745713523114&q=Cloudflare+Tunnel&udm=2&fbs=ABzOT_AGBMogrnfXHu6GxeqSvos9VMbOt7piEOEzacsdylp_1mFSr4_8ixzw9CkGpEYJUZW8QqMgXshqEH0WSb2Xsvs95eol_bK44U08-EQLIcvpyyGyWN6IyxEXet0mdplhrIJJuCj5qjIhl51hgPb2h836kfIYwiOvQHQQFNxc98TFbatzb4IjIx9Sjf0uirj0ZOI9AU6-&sa=X&ved=2ahUKEwjX6LLT-faMAxX-iq8BHUfhKLIQtKgLegQIGBAB&biw=1920&bih=959&dpr=1#vhid=gWKp_8b4b4mA7M&vssid=mosaic","Cloudflare Tunnel - Google 搜尋","google.com"
"Current Window","https://developers.cloudflare.com/cloudflare-one/connections/connect-networks/","Cloudflare Tunnel · Cloudflare Zero Trust docs","developers.cloudflare.com"
"Current Window","https://developers.cloudflare.com/_astro/handshake.eh3a-Ml1_1IcAgC.webp","handshake.eh3a-Ml1_1IcAgC.webp (1768×1102)","developers.cloudflare.com"
"Current Window","https://platform.openai.com/settings/organization/billing/overview","Billing overview - OpenAI API","platform.openai.com"
"Current Window","https://www.google.com/","Google","google.com"
"Current Window","https://www.google.com/search?q=DeepSeek+最新模型&oq=DeepSeek+最新模型&aqs=chrome..69i57j0i512i546l4.4178j0j4&sourceid=chrome&ie=UTF-8","DeepSeek 最新模型 - Google 搜尋","google.com"
"Current Window","https://news.cnyes.com/news/id/5910582","DeepSeek V3大升級！代碼能力飆升接近Claude3.7 海外網友：跟免費獲得法拉利差不多 | Anue鉅亨 - 科技","news.cnyes.com"
"Current Window","https://www.google.com/search?q=布丁布丁+遠端+聲音&sca_esv=8ad6f65a4dc52e90&sxsrf=AHTn8zqroBoOpyLhWrfTgJZd1817fzzTFw%3A1745704264502&ei=SFUNaNC3Hqbn1e8Pwszq6Ac&ved=0ahUKEwjQ-8WU1_aMAxWmc_UHHUKmGn0Q4dUDCBA&uact=5&oq=布丁布丁+遠端+聲音&gs_lp=Egxnd3Mtd2l6LXNlcnAiGuW4g-S4geW4g-S4gSDpgaDnq68g6IGy6Z-zMggQIRigARjDBDIIECEYoAEYwwQyCBAhGKABGMMEMggQIRigARjDBEjuHlCjC1i3HXAFeACQAQCYAUqgAegEqgECMTG4AQPIAQD4AQGYAhCgArkFwgIIEAAYsAMY7wXCAgsQABiABBiwAxiiBMICBRAAGO8FwgIIEAAYgAQYogSYAwCIBgGQBgWSBwIxNqAHlRqyBwIxMbgHnAU&sclient=gws-wiz-serp","布丁布丁 遠端 聲音 - Google 搜尋","google.com"
"Current Window","https://www.google.com/search?q=cursor+ai+背後模型&oq=cursor+ai+背後模型&aqs=chrome..69i57j33i160l4.6759j0j9&sourceid=chrome&ie=UTF-8","cursor ai 背後模型 - Google 搜尋","google.com"
"Current Window","https://www.google.com/search?sca_esv=be86f680df8fe500&sxsrf=AHTn8zomvgkwW3D7O1uz1Wo0S5d0K2ndcg:1745725132924&q=生成式人工智慧導論+達哥&udm=2&fbs=ABzOT_AGBMogrnfXHu6GxeqSvos9VMbOt7piEOEzacsdylp_1qGPlHnC32kLdtIAnbOo1HCdR8TIgTrsM2rLHqSUsQLobrgkfRmqCv32RnJJ9uURRlMCQLqM-LZ4bORItPmmiKK1f7g9qMirS6j8DmpZkteS_1kOXyGpI2aFBqLTkSokulqfkLseTf61wP3AvWtVjQ78jzmH&sa=X&ved=2ahUKEwjYqbHzpPeMAxW-mq8BHRCoHV8QtKgLegQIGRAB&biw=1368&bih=647&dpr=1#vhid=7tZ0hMf1YwM_pM&vssid=mosaic","生成式人工智慧導論 達哥 - Google 搜尋","google.com"
"Current Window","https://www.instagram.com/journal_of_digital_narrative/p/C45gQKeSQXW/?img_index=1","數位敘事力期刊 | 【數位敘事力期刊】第83期 聯發科開發的GenAI平台 ： DaVinci (達哥)生成式AI平台社群 自研發一直以來都是台灣的短處，這次台灣已經不再落後，有聯發科團隊，徵召工程師一起開發了 #DaVinci達哥... | Instagram","instagram.com"
"Current Window","https://docs.google.com/presentation/d/1v6K5JEfDmEWUQyrDRS1_n4CKdehNieU44E-CSXUS4sI/edit#slide=id.g32731dd7f37_0_78","陳勇汀 - 國圖 x 過年 x 大混亂 - 20250120 - Google 簡報","docs.google.com"
"Current Window","https://drive.google.com/drive/u/0/search?q=聯發科","搜尋結果 - Google 雲端硬碟","drive.google.com"
"Current Window","https://sites.google.com/d/1M8TG_XYoQRIrOSNXCT-kuFasXJIIFUhj/p/1RHI5_MP28lDWXvLfBf13aUCBV41g91Ys/edit","把虛擬助教聘到自己的電腦：動手建立客製化AI教學助理 - 2025","sites.google.com"
"Current Window","https://news.google.com/home?hl=zh-TW&gl=TW&ceid=TW:zh-Hant","Google 新聞","news.google.com"
"Current Window","https://www.youtube.com/watch?v=yajJ_QVIKwU","Rain Lofi 🌧️ Lofi Hip Hop Mix for a Tranquil Atmosphere [ Lofi / Chillhop / Chill Mix ] - YouTube","youtube.com"
"Current Window","https://www.facebook.com/pulipuli.chen/posts/pfbid02d3BGGWbHZtFZgjsNLrdkiz3UYNVvwroUsL48CoaJsN8pvWWPrT4s26JQxHso5Equl","Pulipuli Chen - #PULI_WORK https://youtu.be/yajJ_QVIKwU... | Facebook","facebook.com"
"Current Window","https://pulipulichen.github.io/PWA-Idea-Organizer/","表格的問題 4個的冰磚盒，買兩個，不同顏色，頂蓋應該還是要透明？","pulipulichen.github.io"
"Current Window","https://docs.google.com/presentation/d/1v6K5JEfDmEWUQyrDRS1_n4CKdehNieU44E-CSXUS4sI/edit#slide=id.g32731dd7f37_0_64","陳勇汀 - 國圖 x 過年 x 大混亂 - 20250120 - Google 簡報","docs.google.com"
"Current Window","http://192.168.195.97:8123/p6-working-room/2","P6書房 – Home Assistant","192.168.195.97"
"Current Window","https://www.messenger.com/e2ee/t/7362272373895834","Messenger","messenger.com"
"Current Window","http://100.88.10.82/app/87ea1f03-d509-41e1-a7b2-4fe09ada65ea/workflow","投影片列出重點 - Dify","100.88.10.82"
"Current Window","https://blog.pulipuli.info/2016/09/google-google-drive-file-download-link.html#google_drive_download_link_20160926_anchor","Google雲端硬碟下載連結轉換器 / Google Drive File Download Link Generator - 布丁布丁吃什麼？","blog.pulipuli.info"
"Current Window","https://script.google.com/u/0/home/projects/1qARUtEs31vWny7_Xo2uJyeLNwQcCHd0n7x7lnXokpNJK_z_dBr4W5GhB/edit","1. 認識AI篇 - 動手建立客製化AI教學助理 - 2025 - 專案編輯器 - Apps Script","script.google.com"
"Current Window","https://drive.google.com/drive/u/0/search?q=陳勇汀 type:site","搜尋結果 - Google 雲端硬碟","drive.google.com"
"Current Window","https://drive.google.com/drive/search?q=API表格 - 2025.xlsx type:spreadsheet","搜尋結果 - Google 雲端硬碟","drive.google.com"
"Current Window","https://www.messenger.com/e2ee/t/7362272373895834","Messenger","messenger.com"
"Current Window","https://www.youtube.com/watch?v=QwquipMpsiQ","Kalafina - Magia - YouTube","youtube.com"
"Current Window","https://pulipulichen.github.io/PWA-Plain-Text-Editor/","好的，我們來詳細介紹一下 Cloudflare Tunnel。\n\n**什麼是 Cloudflare Tunnel？**\n\nCloudflare Tunnel 是一種**安全、簡單**的方式，可以將您**本地運行**的服務（例如網站、應用程式、API、SSH 伺服器等）**安全地暴露到公共網際網路**上，而**無需**在您的防火牆上打開任何入站端口，也**不需要**擁有公共 IP 地址。\n\n想像一下：傳統上，如果您想讓外部使用者訪問您家裡或辦公室伺服器上的網站，您需要在路由器/防火牆上設定端口轉發 (Port Forwarding)，將伺服器的 IP 地址和端口暴露出去。這會帶來安全風險，因為您的伺服器直接暴露在潛在的攻擊之下。\n\nCloudflare Tunnel 改變了這個模式。它透過在您的本地伺服器上運行一個**輕量級的代理程式 (daemon) `cloudflared`** 來實現。這個 `cloudflared` 程式會主動建立到 Cloudflare 全球邊緣網路的**加密通道 (Tunnel)**。所有發往您服務的外部請求都會先到達 Cloudflare 的網路，然後透過這個已經建立好的安全通道轉發給您本地的 `cloudflared`，再由 `cloudflared` 將請求轉交給您本地運行的實際服務。\n\n**運作原理 (簡化版):**\n\n1. **安裝與設定:** 您在想要公開的服務所在的機器（例如您的筆記型電腦、樹莓派、內部伺服器）上安裝 `cloudflared`。\n2. **建立通道:** 您透過 `cloudflared` 指令或 Cloudflare Zero Trust 儀表板建立一個 Tunnel。`cloudflared` 會向 Cloudflare 的全球網路中最近的幾個數據中心建立**持久的、加密的、僅出站 (outbound-only)** 的連接。這就是「通道」。因為連接是從您的內部網路主動發起的 (outbound)，所以不需要在防火牆上打開任何入站 (inbound) 端口。\n3. **DNS 配置:** 您在 Cloudflare DNS 中設定一個域名（例如 `myapp.yourdomain.com`），將其指向您剛剛建立的 Tunnel。\n4. **處理請求:**\n * 當使用者訪問 `myapp.yourdomain.com` 時，請求會先到達 Cloudflare 的邊緣網路。\n * Cloudflare 識別出這個域名指向一個 Tunnel。\n * Cloudflare 透過先前建立好的加密通道，將請求安全地轉發給在您本地運行的 `cloudflared` 程式。\n * `cloudflared` 收到請求後，將其轉發給您本地運行的實際服務（例如 `localhost:8080`）。\n * 服務的響應沿著原路徑，透過 `cloudflared` 和加密通道返回給 Cloudflare，最終送達使用者。\n\n**主要特性與優勢:**\n\n1. **安全性 (Security):**\n * **隱藏源站 IP:** 您的伺服器真實 IP 地址永遠不會暴露在公網上。\n * **無需開放防火牆端口:** 大幅減少了網路的攻擊面。\n * **端到端加密:** 流量在 Cloudflare 和您的 `cloudflared` 之間是加密的。\n * **整合 Cloudflare 安全功能:** 可以輕鬆疊加使用 Cloudflare 的 WAF（Web 應用程式防火牆）、DDoS 防護、Access（身份驗證）等 Zero Trust 功能，進一步提升安全性。\n\n2. **易用性 (Ease of Use):**\n * 設定相對簡單，無需複雜的網路配置（如端口轉發、動態 DNS）。\n * 可以透過 Cloudflare Zero Trust 儀表板進行圖形化管理。\n\n3. **無需公網 IP (No Public IP Required):**\n * 即使您的伺服器位於 NAT 之後或使用動態 IP 地址（例如家庭寬頻），也能穩定地提供服務。\n\n4. **可靠性與性能:**\n * `cloudflared` 會同時連接到多個 Cloudflare 數據中心，提高可用性。\n * 可以利用 Cloudflare 的全球網路進行流量路由和內容緩存（對於靜態內容）。\n * 支援負載均衡，可以將流量分發到多個本地 `cloudflared` 實例。\n\n5. **靈活性:**\n * 支援 HTTP/S、TCP、SSH、RDP 等多種協議。\n * 可以用於公開 Web 服務、遠程桌面、SSH 訪問、資料庫連接等。\n\n**常見應用場景:**\n\n* **開發與測試:** 快速將本地開發環境分享給同事或客戶進行測試，無需部署到公有雲。\n* **家庭伺服器:** 安全地公開家中的 NAS、Plex 媒體伺服器、個人部落格或其他自託管服務。\n* **遠程訪問內部資源:** 結合 Cloudflare Access，為員工提供安全的、無需 VPN 的內部應用或 SSH 訪問。\n* **物聯網 (IoT):** 安全地從外部管理或訪問位於 NAT 後的 IoT 設備。\n* **臨時共享:** 臨時需要將本地運行的服務或文件暴露給外部。\n\n**總結:**\n\nCloudflare Tunnel 是一種現代、安全且便捷的解決方案，用於將您的私有網路資源連接到公共網際網路。它透過反向代理和加密通道技術，有效地隱藏了您的源站，減少了安全風險，並簡化了傳統的網路配置，特別適合沒有固定公網 IP 或不想直接暴露內部服務的場景。如果您需要在不犧牲安全性的前提下公開本地服務，Cloudflare Tunnel 是一個非常值得考慮的工具。","pulipulichen.github.io"
"Current Window","https://www.google.com/search?q=google+search+console+單一網站+上限&oq=google+search+console+單一網站+上限&aqs=chrome..69i57j0i751j0i512i546l2j0i751j0i512i546j69i64l3.7212j0j7&sourceid=chrome&ie=UTF-8","google search console 單一網站 上限 - Google 搜尋","google.com"
"Current Window","https://inspirr.com/news16/","能同时做好Bing SEO和Google SEO優化？ - 頂尖香港網頁設計、網站開發公司 | 公司網站設計及製作 | Inspirr 網頁設計","inspirr.com"
"Current Window","https://inspirr.com/news16/","能同时做好Bing SEO和Google SEO優化？ - 頂尖香港網頁設計、網站開發公司 | 公司網站設計及製作 | Inspirr 網頁設計","inspirr.com"
"Current Window","https://www.google.com/search?q=API+縮寫&oq=API+縮寫&aqs=chrome..69i57j0i8i30j0i751l2j0i512i546.4094j0j4&sourceid=chrome&ie=UTF-8","API 縮寫 - Google 搜尋","google.com"
"Current Window","https://www.google.com/search?q=SerpAPI&oq=SerpAPI&aqs=chrome..69i57j0i512l4j69i60l3.299j0j9&sourceid=chrome&ie=UTF-8","SerpAPI - Google 搜尋","google.com"
"Current Window","https://www.google.com/search?q=Firecrawler&oq=Firecrawler&aqs=chrome..69i57j69i64j0i10i512l2j69i59j0i10i512l3.273j0j9&sourceid=chrome&ie=UTF-8","Firecrawler - Google 搜尋","google.com"
"Current Window","https://www.google.com/maps/place/國立臺中科技大學/@24.1497433,120.6811963,17z/data=!4m6!3m5!1s0x34693d68cf62e061:0x7091dd73273f6236!8m2!3d24.1497433!4d120.6837712!16s%2Fm%2F0wjl4st?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D","國立臺中科技大學 - Google 地圖","google.com"
"Current Window","http://192.168.195.97:8123/lovelace/0","總覽 – Home Assistant","192.168.195.97"
"Current Window","https://mail.google.com/mail/u/0/#search/huggin/FMfcgzQZTCgLmGjlKdCZRMLZhVDrbhhQ","[Hugging Face] Password reset - pulipuli.chen@gmail.com - Gmail","mail.google.com"
"Current Window","https://gemini.google.com/app/c37985c660d2770a","Gemini","gemini.google.com"
